,from_domain,from_vocab,from_standard,to_domain,to_vocab,to_standard,relationship,count
407,Condition,SNOMED,,Measurement,SNOMED,,Concept replaced by,34
408,Condition,SNOMED,,Measurement,SNOMED,,Concept replaces,7
409,Condition,SNOMED,,Measurement,SNOMED,,Concept same_as from,4
410,Condition,SNOMED,,Measurement,SNOMED,,Concept same_as to,40
411,Condition,SNOMED,,Measurement,SNOMED,,Focus of,2
412,Condition,SNOMED,,Measurement,SNOMED,,Has interprets,102
413,Condition,SNOMED,,Measurement,SNOMED,,Has manifestation,2
414,Condition,SNOMED,,Measurement,SNOMED,,Is a,38
415,Condition,SNOMED,,Measurement,SNOMED,,Subsumes,109
416,Condition,SNOMED,,Meas Value,LOINC,S,Maps to value,62
417,Condition,SNOMED,,Meas Value,SNOMED,S,Concept poss_eq to,6
418,Condition,SNOMED,,Meas Value,SNOMED,S,Concept replaced by,966
419,Condition,SNOMED,,Meas Value,SNOMED,S,Concept same_as to,1
420,Condition,SNOMED,,Meas Value,SNOMED,S,Has clinical course,324
421,Condition,SNOMED,,Meas Value,SNOMED,S,Has interpretation,709
422,Condition,SNOMED,,Meas Value,SNOMED,S,Has occurrence,1137
423,Condition,SNOMED,,Meas Value,SNOMED,S,Maps to,969
424,Condition,SNOMED,,Meas Value,SNOMED,S,Maps to value,430
425,Condition,SNOMED,,Meas Value,SNOMED,,Concept poss_eq from,1
426,Condition,SNOMED,,Meas Value,SNOMED,,Concept poss_eq to,1
427,Condition,SNOMED,,Meas Value,SNOMED,,Concept replaces,1
428,Condition,SNOMED,,Meas Value,SNOMED,,Has clinical course,6
429,Condition,SNOMED,,Meas Value,SNOMED,,Has occurrence,317
430,Condition,SNOMED,,Metadata,SNOMED,,Concept alt_to to,1
431,Condition,SNOMED,,Metadata,SNOMED,,Concept poss_eq from,1
432,Condition,SNOMED,,Metadata,SNOMED,,Concept poss_eq to,74
433,Condition,SNOMED,,Metadata,SNOMED,,Concept replaced by,9
434,Condition,SNOMED,,Metadata,SNOMED,,Concept same_as to,92
435,Condition,SNOMED,,Metadata,SNOMED,,Concept was_a to,34
436,Condition,SNOMED,,Metadata,SNOMED,,Has Module,57769
437,Condition,SNOMED,,Metadata,SNOMED,,Has status,58604
438,Condition,SNOMED,,Observation,HCPCS,S,Subsumes,2
439,Condition,SNOMED,,Observation,LOINC,S,Maps to,10
440,Condition,SNOMED,,Observation,OMOP Extension,S,Maps to,34
441,Condition,SNOMED,,Observation,OMOP Extension,S,Maps to value,12
442,Condition,SNOMED,,Observation,PPI,S,Subsumes,1
443,Condition,SNOMED,,Observation,SNOMED,S,Asso finding of,50
444,Condition,SNOMED,,Observation,SNOMED,S,Concept alt_to to,81
445,Condition,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,927
446,Condition,SNOMED,,Observation,SNOMED,S,Concept replaced by,260
447,Condition,SNOMED,,Observation,SNOMED,S,Concept same_as to,500
448,Condition,SNOMED,,Observation,SNOMED,S,Concept was_a to,253
449,Condition,SNOMED,,Observation,SNOMED,S,Due to of,7
450,Condition,SNOMED,,Observation,SNOMED,S,Finding asso with,4
451,Condition,SNOMED,,Observation,SNOMED,S,Focus of,5
452,Condition,SNOMED,,Observation,SNOMED,S,Followed by,12
453,Condition,SNOMED,,Observation,SNOMED,S,Has asso morph,6455
454,Condition,SNOMED,,Observation,SNOMED,S,Has causative agent,1071
455,Condition,SNOMED,,Observation,SNOMED,S,Has due to,335
456,Condition,SNOMED,,Observation,SNOMED,S,Has finding context,23
457,Condition,SNOMED,,Observation,SNOMED,S,Has finding site,19
458,Condition,SNOMED,,Observation,SNOMED,S,Has interprets,2064
459,Condition,SNOMED,,Observation,SNOMED,S,Has manifestation,37
460,Condition,SNOMED,,Observation,SNOMED,S,Has pathology,1762
461,Condition,SNOMED,,Observation,SNOMED,S,Has severity,6
462,Condition,SNOMED,,Observation,SNOMED,S,Has temp finding,3
463,Condition,SNOMED,,Observation,SNOMED,S,Has temporal context,23
464,Condition,SNOMED,,Observation,SNOMED,S,Is a,193
465,Condition,SNOMED,,Observation,SNOMED,S,Maps to,1642
466,Condition,SNOMED,,Observation,SNOMED,S,Maps to value,50
467,Condition,SNOMED,,Observation,SNOMED,S,Occurs after,1
468,Condition,SNOMED,,Observation,SNOMED,S,Subsumes,274
469,Condition,SNOMED,,Observation,SNOMED,,Asso finding of,154
470,Condition,SNOMED,,Observation,SNOMED,,Concept alt_to from,11
471,Condition,SNOMED,,Observation,SNOMED,,Concept poss_eq from,420
472,Condition,SNOMED,,Observation,SNOMED,,Concept poss_eq to,138
473,Condition,SNOMED,,Observation,SNOMED,,Concept replaced by,63
474,Condition,SNOMED,,Observation,SNOMED,,Concept replaces,47
475,Condition,SNOMED,,Observation,SNOMED,,Concept same_as from,304
476,Condition,SNOMED,,Observation,SNOMED,,Concept same_as to,73
477,Condition,SNOMED,,Observation,SNOMED,,Concept was_a from,18
478,Condition,SNOMED,,Observation,SNOMED,,Concept was_a to,19
479,Condition,SNOMED,,Observation,SNOMED,,Has asso morph,1537
480,Condition,SNOMED,,Observation,SNOMED,,Has causative agent,281
481,Condition,SNOMED,,Observation,SNOMED,,Has due to,9
482,Condition,SNOMED,,Observation,SNOMED,,Has finding site,4
483,Condition,SNOMED,,Observation,SNOMED,,Has interprets,5
484,Condition,SNOMED,,Observation,SNOMED,,Has relat context,23
485,Condition,SNOMED,,Observation,SNOMED,,Is a,887
486,Condition,SNOMED,,Observation,SNOMED,,Subsumes,727
487,Condition,SNOMED,,Observation,SNOMED,,Using finding inform,1105
488,Condition,SNOMED,,Procedure,HCPCS,S,Subsumes,1
489,Condition,SNOMED,,Procedure,SNOMED,S,Concept poss_eq to,90
490,Condition,SNOMED,,Procedure,SNOMED,S,Concept replaced by,12
491,Condition,SNOMED,,Procedure,SNOMED,S,Concept same_as to,29
492,Condition,SNOMED,,Procedure,SNOMED,S,Concept was_a to,4
493,Condition,SNOMED,,Procedure,SNOMED,S,During,52
494,Condition,SNOMED,,Procedure,SNOMED,S,Finding asso with,42
495,Condition,SNOMED,,Procedure,SNOMED,S,Focus of,31
496,Condition,SNOMED,,Procedure,SNOMED,S,Followed by,127
497,Condition,SNOMED,,Procedure,SNOMED,S,Has due to,88
498,Condition,SNOMED,,Procedure,SNOMED,S,Has interprets,139
499,Condition,SNOMED,,Procedure,SNOMED,S,Maps to,151
500,Condition,SNOMED,,Procedure,SNOMED,S,Maps to value,3
501,Condition,SNOMED,,Procedure,SNOMED,S,Occurs after,216
502,Condition,SNOMED,,Procedure,SNOMED,S,Temp related to,51
503,Condition,SNOMED,,Procedure,SNOMED,S,Using finding method,1085
504,Condition,SNOMED,,Procedure,SNOMED,,Concept poss_eq from,7
505,Condition,SNOMED,,Procedure,SNOMED,,Concept poss_eq to,2
506,Condition,SNOMED,,Procedure,SNOMED,,Concept replaces,1
507,Condition,SNOMED,,Procedure,SNOMED,,Concept same_as from,7
508,Condition,SNOMED,,Procedure,SNOMED,,Concept was_a to,1
509,Condition,SNOMED,,Procedure,SNOMED,,Focus of,4
510,Condition,SNOMED,,Procedure,SNOMED,,Followed by,6
511,Condition,SNOMED,,Procedure,SNOMED,,Has interprets,1
512,Condition,SNOMED,,Procedure,SNOMED,,Occurs after,5
513,Condition,SNOMED,,Race,SNOMED,,Concept poss_eq to,1
514,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept poss_eq to,12
515,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept replaced by,1
516,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept same_as to,2
517,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Has asso morph,2
518,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Has finding site,10996
519,Condition,SNOMED,,Spec Anatomic Site,SNOMED,S,Maps to,8
520,Condition,SNOMED,,Spec Anatomic Site,SNOMED,,Has finding site,478
521,Condition,SNOMED,,Specimen,SNOMED,,Concept poss_eq from,1
522,Condition,SNOMED,,Type Concept,SNOMED,,Concept poss_eq from,2
523,Condition,SNOMED,,Type Concept,SNOMED,,Concept poss_eq to,1
524,Condition,SNOMED,,Type Concept,SNOMED,,Concept same_as from,1
525,Condition/Meas,Read,,Condition,SNOMED,S,Maps to,15
526,Condition/Meas,Read,,Measurement,LOINC,S,Maps to,2
527,Condition/Meas,Read,,Measurement,SNOMED,S,Maps to,14
528,Condition/Meas,Read,,Meas Value,SNOMED,S,Maps to value,5
529,Condition/Meas,Read,,Observation,SNOMED,S,Maps to,1
530,Condition/Obs,Read,,Condition,SNOMED,S,Maps to,8
531,Condition/Obs,Read,,Observation,SNOMED,S,Maps to,8
532,Condition/Procedure,Read,,Procedure,SNOMED,S,Maps to,2
533,Condition Status,Condition Status,S,Condition Status,Condition Status,S,Is a,16
534,Condition Status,Condition Status,S,Condition Status,Condition Status,S,Mapped from,22
535,Condition Status,Condition Status,S,Condition Status,Condition Status,S,Maps to,22
536,Condition Status,Condition Status,S,Condition Status,Condition Status,S,Subsumes,16
537,Cost,Cost,S,Cost,Cost,S,Mapped from,51
538,Cost,Cost,S,Cost,Cost,S,Maps to,51
539,Currency,Currency,S,Currency,Currency,S,Mapped from,180
540,Currency,Currency,S,Currency,Currency,S,Maps to,180
541,Device,dm+d,S,Device,dm+d,S,Mapped from,212681
542,Device,dm+d,S,Device,dm+d,S,Maps to,212681
543,Device,dm+d,S,Device,dm+d,,Mapped from,3
544,Device,dm+d,S,Device,SNOMED,,Concept replaces,187234
545,Device,dm+d,S,Device,SNOMED,,Mapped from,187234
546,Device,dm+d,S,Drug,dm+d,,Mapped from,31
547,Device,dm+d,S,Drug,SNOMED,,Concept replaces,19023
548,Device,dm+d,S,Drug,SNOMED,,Mapped from,19023
549,Device,dm+d,S,Observation,SNOMED,,Concept replaces,4
550,Device,dm+d,S,Observation,SNOMED,,Mapped from,4
551,Device,dm+d,,Device,dm+d,S,Maps to,3
552,Device,dm+d,,Drug,RxNorm,S,Source - RxNorm eq,20
553,Device,dm+d,,Drug,RxNorm Extension,,Source - RxNorm eq,19
554,Device,HCPCS,S,Device,HCPCS,S,Mapped from,4947
555,Device,HCPCS,S,Device,HCPCS,S,Maps to,4947
556,Device,HCPCS,S,Device,HCPCS,,Concept replaces,27
557,Device,HCPCS,S,Device,HCPCS,,Mapped from,27
558,Device,HCPCS,S,Device,SNOMED,S,Is a,8
559,Device,HCPCS,S,Drug,ATC,C,Is a,28
560,Device,HCPCS,S,Drug,HCPCS,,Concept replaces,2
561,Device,HCPCS,S,Drug,HCPCS,,Mapped from,2
562,Device,HCPCS,S,Measurement,SNOMED,S,Is a,2
563,Device,HCPCS,S,Observation,SNOMED,S,Is a,12
564,Device,HCPCS,S,Observation,SNOMED,,Is a,1
565,Device,HCPCS,S,Procedure,SNOMED,S,Is a,102
566,Device,HCPCS,S,Procedure,SNOMED,,Is a,7
567,Device,HCPCS,,Device,HCPCS,S,Concept replaced by,27
568,Device,HCPCS,,Device,HCPCS,S,Maps to,27
569,Device,HCPCS,,Device,SNOMED,S,Maps to,10
570,Device,HCPCS,,Drug,RxNorm Extension,S,Maps to,2
571,Device,HCPCS,,Observation,SNOMED,S,Maps to,1
572,Device,HCPCS,,Procedure,SNOMED,S,Maps to,2
573,Device,HCPCS,,Visit,Visit,S,Maps to,1
574,Device,ICD10PCS,S,Device,ICD10PCS,S,Mapped from,3
575,Device,ICD10PCS,S,Device,ICD10PCS,S,Maps to,3
576,Device,ICD10PCS,S,Procedure,ICD10PCS,S,Is a,3
577,Device,ICD10PCS,S,Procedure,ICD10PCS,S,Subsumes,2
578,Device,NDC,S,Device,NDC,S,Mapped from,11667
579,Device,NDC,S,Device,NDC,S,Maps to,11667
580,Device,NDC,,Drug,RxNorm,S,Maps to,61
581,Device,NDC,,Drug,RxNorm Extension,S,Maps to,2
582,Device,OMOP Extension,S,Device,OMOP Extension,S,Is a,7
583,Device,OMOP Extension,S,Device,OMOP Extension,S,Mapped from,21
584,Device,OMOP Extension,S,Device,OMOP Extension,S,Maps to,21
585,Device,OMOP Extension,S,Device,OMOP Extension,S,Subsumes,7
586,Device,OMOP Extension,S,Device,SNOMED,S,Is a,10
587,Device,OMOP Extension,S,Device,SNOMED,S,Subsumes,1
588,Device,OPCS4,S,Device,OPCS4,S,Mapped from,1
589,Device,OPCS4,S,Device,OPCS4,S,Maps to,1
590,Device,OPCS4,S,Device,SNOMED,S,Is a,1
591,Device,OPCS4,,Device,SNOMED,S,Maps to,10
592,Device,Read,,Device,SNOMED,S,Maps to,275
593,Device,Read,,Procedure,SNOMED,S,Maps to,1
594,Device,SNOMED,S,Condition,ICD10,,Value mapped from,2
595,Device,SNOMED,S,Condition,SNOMED,S,Asso with finding,642
596,Device,SNOMED,S,Condition,SNOMED,S,Causative agent of,259
597,Device,SNOMED,S,Condition,SNOMED,,Asso with finding,45
598,Device,SNOMED,S,Condition,SNOMED,,Causative agent of,31
599,Device,SNOMED,S,Condition,SNOMED,,Concept poss_eq from,5
600,Device,SNOMED,S,Condition,SNOMED,,Concept same_as from,2
601,Device,SNOMED,S,Condition,SNOMED,,Mapped from,7
602,Device,SNOMED,S,Condition,SNOMED,,Value mapped from,3
603,Device,SNOMED,S,Device,HCPCS,S,Subsumes,8
604,Device,SNOMED,S,Device,HCPCS,,Mapped from,10
605,Device,SNOMED,S,Device,OMOP Extension,S,Is a,1
606,Device,SNOMED,S,Device,OMOP Extension,S,Subsumes,10
607,Device,SNOMED,S,Device,OPCS4,S,Subsumes,1
608,Device,SNOMED,S,Device,OPCS4,,Mapped from,10
609,Device,SNOMED,S,Device,Read,,Mapped from,275
610,Device,SNOMED,S,Device,SNOMED,S,Active ing of,1
611,Device,SNOMED,S,Device,SNOMED,S,Coating material of,2
612,Device,SNOMED,S,Device,SNOMED,S,Comp material of,48
613,Device,SNOMED,S,Device,SNOMED,S,Filling of,4
614,Device,SNOMED,S,Device,SNOMED,S,Has active ing,1
615,Device,SNOMED,S,Device,SNOMED,S,Has coating material,2
616,Device,SNOMED,S,Device,SNOMED,S,Has comp material,48
617,Device,SNOMED,S,Device,SNOMED,S,Has filling,4
618,Device,SNOMED,S,Device,SNOMED,S,Has modification,33
619,Device,SNOMED,S,Device,SNOMED,S,Is a,18179
620,Device,SNOMED,S,Device,SNOMED,S,Mapped from,14772
621,Device,SNOMED,S,Device,SNOMED,S,Maps to,14772
622,Device,SNOMED,S,Device,SNOMED,S,Modification of,33
623,Device,SNOMED,S,Device,SNOMED,S,Subsumes,18179
624,Device,SNOMED,S,Device,SNOMED,,Active ing of,4
625,Device,SNOMED,S,Device,SNOMED,,Concept alt_to from,1
626,Device,SNOMED,S,Device,SNOMED,,Concept poss_eq from,1758
627,Device,SNOMED,S,Device,SNOMED,,Concept replaces,336
628,Device,SNOMED,S,Device,SNOMED,,Concept same_as from,434
629,Device,SNOMED,S,Device,SNOMED,,Concept was_a from,32
630,Device,SNOMED,S,Device,SNOMED,,Has active ing,2
631,Device,SNOMED,S,Device,SNOMED,,Has comp material,2
632,Device,SNOMED,S,Device,SNOMED,,Has modification,1
633,Device,SNOMED,S,Device,SNOMED,,Is a,475
634,Device,SNOMED,S,Device,SNOMED,,Mapped from,928
635,Device,SNOMED,S,Device,SNOMED,,Modification of,14
636,Device,SNOMED,S,Device,SNOMED,,Subsumes,2625
637,Device,SNOMED,S,Device/Drug,Read,,Mapped from,6
638,Device,SNOMED,S,Drug,ATC,C,SNOMED - ATC eq,52
639,Device,SNOMED,S,Drug,ICD10PCS,,Acc device used by,1
640,Device,SNOMED,S,Drug,RxNorm,S,SNOMED - RxNorm eq,47
641,Device,SNOMED,S,Drug,RxNorm,,SNOMED - RxNorm eq,27
642,Device,SNOMED,S,Drug,SNOMED,,Active ing of,603
643,Device,SNOMED,S,Drug,SNOMED,,Basis str subst of,17
644,Device,SNOMED,S,Drug,SNOMED,,Concept alt_to from,2
645,Device,SNOMED,S,Drug,SNOMED,,Concept poss_eq from,22
646,Device,SNOMED,S,Drug,SNOMED,,Concept replaces,34
647,Device,SNOMED,S,Drug,SNOMED,,Concept same_as from,21
648,Device,SNOMED,S,Drug,SNOMED,,Concept was_a from,1
649,Device,SNOMED,S,Drug,SNOMED,,Disp dose form of,15
650,Device,SNOMED,S,Drug,SNOMED,,Dose form of,14
651,Device,SNOMED,S,Drug,SNOMED,,Has active ing,16
652,Device,SNOMED,S,Drug,SNOMED,,Has coating material,29
653,Device,SNOMED,S,Drug,SNOMED,,Has comp material,274
654,Device,SNOMED,S,Drug,SNOMED,,Has dose form,1
655,Device,SNOMED,S,Drug,SNOMED,,Has filling,3
656,Device,SNOMED,S,Drug,SNOMED,,Has modification,5
657,Device,SNOMED,S,Drug,SNOMED,,Is a,289
658,Device,SNOMED,S,Drug,SNOMED,,Mapped from,55
659,Device,SNOMED,S,Drug,SNOMED,,Modification of,32
660,Device,SNOMED,S,Drug,SNOMED,,Prec ingredient of,37
661,Device,SNOMED,S,Drug,SNOMED,,Spec active ing of,8
662,Device,SNOMED,S,Drug,SNOMED,,Subsumes,55
663,Device,SNOMED,S,Measurement,SNOMED,S,Affected by process,4
664,Device,SNOMED,S,Measurement,SNOMED,S,Component of,5
665,Device,SNOMED,S,Measurement,SNOMED,S,Device used by,296
666,Device,SNOMED,S,Measurement,SNOMED,S,Dir device of,1
667,Device,SNOMED,S,Measurement,SNOMED,S,Subst used by,7
668,Device,SNOMED,S,Measurement,SNOMED,,Device used by,9
669,Device,SNOMED,S,Measurement,SNOMED,,Has inherent,1
670,Device,SNOMED,S,Meas Value,SNOMED,S,Has absorbability,171
671,Device,SNOMED,S,Meas Value,SNOMED,S,Has surface texture,4
672,Device,SNOMED,S,Meas Value,SNOMED,S,Is sterile,254
673,Device,SNOMED,S,Meas Value,SNOMED,S,Surf character of,4
674,Device,SNOMED,S,Metadata,SNOMED,,Has Module,14900
675,Device,SNOMED,S,Metadata,SNOMED,,Has status,14772
676,Device,SNOMED,S,Metadata,SNOMED,,Is a,1
677,Device,SNOMED,S,Observation,ICD10,,Value mapped from,76
678,Device,SNOMED,S,Observation,ICD10CM,,Value mapped from,79
679,Device,SNOMED,S,Observation,ICD9CM,,Value mapped from,2
680,Device,SNOMED,S,Observation,PPI,,Mapped from,1
681,Device,SNOMED,S,Observation,Read,,Mapped from,3
682,Device,SNOMED,S,Observation,SNOMED,S,Acc device used by,1
683,Device,SNOMED,S,Observation,SNOMED,S,Asso with finding,24
684,Device,SNOMED,S,Observation,SNOMED,S,Causative agent of,44
685,Device,SNOMED,S,Observation,SNOMED,S,Component of,1
686,Device,SNOMED,S,Observation,SNOMED,S,Device used by,20
687,Device,SNOMED,S,Observation,SNOMED,S,Dir device of,36
688,Device,SNOMED,S,Observation,SNOMED,S,Has active ing,11
689,Device,SNOMED,S,Observation,SNOMED,S,Has coating material,3
690,Device,SNOMED,S,Observation,SNOMED,S,Has comp material,10
691,Device,SNOMED,S,Observation,SNOMED,S,Has disposition,14
692,Device,SNOMED,S,Observation,SNOMED,S,Has modification,1
693,Device,SNOMED,S,Observation,SNOMED,S,Is a,73
694,Device,SNOMED,S,Observation,SNOMED,S,Modification of,7
695,Device,SNOMED,S,Observation,SNOMED,S,Plays role,13
696,Device,SNOMED,S,Observation,SNOMED,S,Proc device of,7
697,Device,SNOMED,S,Observation,SNOMED,S,Process output of,2
698,Device,SNOMED,S,Observation,SNOMED,S,Subsumes,21
699,Device,SNOMED,S,Observation,SNOMED,,Asso with finding,159
700,Device,SNOMED,S,Observation,SNOMED,,Causative agent of,40
701,Device,SNOMED,S,Observation,SNOMED,,Concept poss_eq from,19
702,Device,SNOMED,S,Observation,SNOMED,,Concept replaces,24
703,Device,SNOMED,S,Observation,SNOMED,,Concept same_as from,23
704,Device,SNOMED,S,Observation,SNOMED,,Has active ing,4
705,Device,SNOMED,S,Observation,SNOMED,,Has comp material,8
706,Device,SNOMED,S,Observation,SNOMED,,Has disp dose form,1
707,Device,SNOMED,S,Observation,SNOMED,,Has disposition,3
708,Device,SNOMED,S,Observation,SNOMED,,Is a,82
709,Device,SNOMED,S,Observation,SNOMED,,Mapped from,53
710,Device,SNOMED,S,Observation,SNOMED,,Modification of,2
711,Device,SNOMED,S,Observation,SNOMED,,Subsumes,108
712,Device,SNOMED,S,Observation,SNOMED,,Value mapped from,18
713,Device,SNOMED,S,Procedure,HCPCS,S,Subsumes,1
714,Device,SNOMED,S,Procedure,ICD10PCS,S,Acc device used by,23240
715,Device,SNOMED,S,Procedure,ICD10PCS,S,Device used by,17680
716,Device,SNOMED,S,Procedure,ICD10PCS,S,Dir device of,15649
717,Device,SNOMED,S,Procedure,ICD10PCS,S,Dir subst of,2462
718,Device,SNOMED,S,Procedure,ICD10PCS,S,Intent of,53
719,Device,SNOMED,S,Procedure,ICD10PCS,S,Proc device of,762
720,Device,SNOMED,S,Procedure,ICD10PCS,S,Subst used by,14432
721,Device,SNOMED,S,Procedure,ICD9Proc,S,Acc device used by,59
722,Device,SNOMED,S,Procedure,ICD9Proc,S,Device used by,275
723,Device,SNOMED,S,Procedure,ICD9Proc,S,Dir device of,156
724,Device,SNOMED,S,Procedure,ICD9Proc,S,Dir subst of,18
725,Device,SNOMED,S,Procedure,ICD9Proc,S,Proc device of,25
726,Device,SNOMED,S,Procedure,ICD9Proc,S,Subst used by,21
727,Device,SNOMED,S,Procedure,ICD9Proc,,Acc device used by,73
728,Device,SNOMED,S,Procedure,ICD9Proc,,Device used by,234
729,Device,SNOMED,S,Procedure,ICD9Proc,,Dir device of,231
730,Device,SNOMED,S,Procedure,ICD9Proc,,Dir subst of,36
731,Device,SNOMED,S,Procedure,ICD9Proc,,Indir device of,1
732,Device,SNOMED,S,Procedure,ICD9Proc,,Mapped from,4
733,Device,SNOMED,S,Procedure,ICD9Proc,,Proc device of,8
734,Device,SNOMED,S,Procedure,ICD9Proc,,Subst used by,49
735,Device,SNOMED,S,Procedure,OPCS4,S,Acc device used by,124
736,Device,SNOMED,S,Procedure,OPCS4,S,Device used by,158
737,Device,SNOMED,S,Procedure,OPCS4,S,Dir device of,135
738,Device,SNOMED,S,Procedure,OPCS4,S,Dir subst of,32
739,Device,SNOMED,S,Procedure,OPCS4,S,Proc device of,17
740,Device,SNOMED,S,Procedure,OPCS4,S,Subst used by,56
741,Device,SNOMED,S,Procedure,OPCS4,,Dir subst of,5
742,Device,SNOMED,S,Procedure,Read,,Mapped from,1
743,Device,SNOMED,S,Procedure,SNOMED,S,Acc device used by,1710
744,Device,SNOMED,S,Procedure,SNOMED,S,Device used by,5533
745,Device,SNOMED,S,Procedure,SNOMED,S,Dir device of,4855
746,Device,SNOMED,S,Procedure,SNOMED,S,Dir subst of,1194
747,Device,SNOMED,S,Procedure,SNOMED,S,Indir device of,83
748,Device,SNOMED,S,Procedure,SNOMED,S,Proc device of,285
749,Device,SNOMED,S,Procedure,SNOMED,S,Subst used by,2359
750,Device,SNOMED,S,Procedure,SNOMED,,Acc device used by,260
751,Device,SNOMED,S,Procedure,SNOMED,,Concept poss_eq from,30
752,Device,SNOMED,S,Procedure,SNOMED,,Concept replaces,12
753,Device,SNOMED,S,Procedure,SNOMED,,Concept same_as from,9
754,Device,SNOMED,S,Procedure,SNOMED,,Concept was_a from,1
755,Device,SNOMED,S,Procedure,SNOMED,,Device used by,391
756,Device,SNOMED,S,Procedure,SNOMED,,Dir device of,321
757,Device,SNOMED,S,Procedure,SNOMED,,Dir subst of,70
758,Device,SNOMED,S,Procedure,SNOMED,,Indir device of,1
759,Device,SNOMED,S,Procedure,SNOMED,,Mapped from,37
760,Device,SNOMED,S,Procedure,SNOMED,,Proc device of,35
761,Device,SNOMED,S,Procedure,SNOMED,,Subst used by,175
762,Device,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has dev intend site,556
763,Device,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept poss_eq from,2
764,Device,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept same_as from,2
765,Device,SNOMED,S,Spec Anatomic Site,SNOMED,,Has dev intend site,2
766,Device,SNOMED,S,Spec Anatomic Site,SNOMED,,Mapped from,3
767,Device,SNOMED,S,Specimen,SNOMED,S,Specimen identity of,32
768,Device,SNOMED,S,Specimen,SNOMED,S,Specimen subst of,96
769,Device,SNOMED,S,Specimen,SNOMED,,Specimen identity of,7
770,Device,SNOMED,S,Type Concept,SNOMED,,Concept replaces,1
